"corpus","filename","utterance_id","clause_no","speaker","clause","comments","matrix_lg","linguality","dv","aoa_min","aoa_maj","moth_lg","fath_lg","parental","primary_lg","secondary_lg","educ_lg","identity","contact1","contact2","contact3","contact4","contact5","soc_net"
"Siarad","davies14",803,2,"GWA","tydy","x","cym","monoW","ww",1,3,2,1,1.5,1,3,2,1,4,3,1,3,4,3
"Siarad","davies14",827,1,"GWA","ond does gen dydyn nhw ddim yn mynd ar ryw daith eto",,"cym","monoW","ww",1,3,2,1,1.5,1,3,2,1,4,3,1,3,4,3
"Siarad","davies14",834,1,"GWA","mae nhw licio teithio",,"cym","monoW","ww",1,3,2,1,1.5,1,3,2,1,4,3,1,3,4,3
"Siarad","davies15",218,1,"TEG","ond wnaethon",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",218,2,"TEG","oedden ni yn disgwyl am y buses yna am oriau",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",221,1,"TEG","ac oedd hi yn oer",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",223,1,"TEG","oedd hi yn oer",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",223,2,"TEG","doedd","x","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",226,1,"TEG","well ia dyna ydy peth","non-finite","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",226,2,"TEG","ydy peth","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",234,1,"NEL","oh cer nôl i nôl jumper","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",234,2,"NEL","nôl","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",234,3,"NEL","i nôl jumper","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",236,1,"NEL","a wnes i",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",239,1,"NEL","dw cofio mynd i brynu paned o de i gynhesu nwylo","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",239,2,"NEL","mynd","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",239,3,"NEL","i brynu paned o de","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",239,4,"NEL","i gynhesu nwylo","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",242,1,"TEG","oedda chdi yn um dreifio",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",242,2,"TEG","doedd",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",245,1,"NEL","blwyddyn yma raid fi berswadio un_ai perswadio chwaer i ddreifio neu ella","finite agreed","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",245,2,"NEL","perswadio chwaer i ddreifio neu ella","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",245,2,"NEL","wna i gampio yna",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",246,1,"NEL","oedd o drud neu rywbeth i gampio",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",246,2,"NEL","doedd","x","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",248,1,"TEG","mi oedd o yn ddrud sti",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",249,1,"TEG","dw meddwl bod o",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",249,2,"TEG","bod o","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",249,3,"TEG","werth o os ti am mynd am y ddau noson ella","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",249,4,"TEG","am mynd am y ddau","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",249,5,"TEG","noson ella","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,1,"TEG","dw ddim yn gwybod",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,2,"TEG","os mae werth oi fynd am un noson i gampio",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,3,"TEG","werth o","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,4,"TEG","i fynd am un","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,5,"TEG","noson","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",251,6,"TEG","i gampio","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",252,1,"TEG","so ella wnawn ni gysidro mynd am ddau noson","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",252,2,"TEG","mynd am ddau","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",252,3,"TEG","noson","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",253,1,"TEG","gawn ni weld","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",253,2,"TEG","weld","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",263,1,"NEL","bydd",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",263,2,"NEL","bydd o yn dda",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",265,1,"NEL","ie dw ddim gwybod be i wneud","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",265,2,"NEL","i wneud","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",265,3,"NEL","fynd i Steddfod blwyddyn yma","x","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",266,1,"NEL","amser yna fydda i really isio yn sgwennu fyny yn",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",266,2,"NEL","timod final draft","x","cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",278,1,"NEL","yndy Mold yn rywle de",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",288,1,"NEL","dw ddim yn meddwl",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",288,2,"NEL","wna i wneud o",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",466,1,"TEG","dw yn teimlo well","clause division: 2 finite clauses","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",466,2,"TEG","pan a i log_io fewn a gweld faint","h","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",466,2,"TEG","a gweld faint","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",466,3,"TEG","sy wedi bod yn wneud o ac um gweld yr rhifau yn cropian i_fyny","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",466,4,"TEG","gweld yr rhifau","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",466,5,"TEG","yn cropian i_fyny","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",468,1,"TEG","fydda i fath â",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",470,1,"TEG","a fydd o yn","check transcript to see if retracing follows and if so exclude this","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",470,2,"TEG","fydd o yn motivate_io fi ffonio mwy o bobl ella",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",473,1,"TEG","dw i tan diwedd Mawrth i gael bob_dim at ei_gilydd",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",487,1,"NEL","a wedyn bob tro dw i yn gofyn wrtho fo","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",487,2,"NEL","dw i yn gofyn wrtho fo","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",488,1,"NEL","dw i wedi ffonio ffonio neu e_mail_io fo dipyn o weithiau wan",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",488,2,"NEL","ffonio neu e_mail_io fo dipyn o weithiau wan","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",490,1,"TEG","fedri di ddim",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",491,1,"NEL","mae hyd yn",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",491,2,"NEL","dw i hyd yn gofyn",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",492,1,"NEL","oh dach chi wedi cael gafael",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",492,2,"NEL","gafael","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",493,1,"NEL","dach chi wedi sôn iddyn nhw eto",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",495,1,"NEL","ond fe fydda i fory",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",496,1,"NEL","a mae o really yn bug_io fi wan",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",497,1,"NEL","achos mae yn dal fi nôl de","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",497,2,"NEL","nôl de","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",498,1,"TEG","ie mae hynna yn annoying",,"cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",499,1,"TEG","achos fedri di ddim ti ddim isio dibynnu ar rywun arall",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",502,1,"TEG","ond fedri di ddim ffonio yr cwmni ei hun a siarad receptionist","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",502,2,"TEG","ei hun","q","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",502,3,"TEG","a siarad receptionist","q","cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",502,4,"TEG","a fedrith nhw just roid y details i chdi","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",502,5,"TEG","just roid y details i chdi","q","cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",503,1,"NEL","oh just fel ffarmwrs dyn nhw sti","non-finite because 'sti' id discourse marker","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",505,1,"NEL","basai","x","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",505,2,"NEL","basai raid i fi gael un_ai rhif phone neu cyfeiriad",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",505,3,"NEL","dw meddwl",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",510,1,"TEG","oh yeah basai fo gwybod",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",516,1,"TEG","achos mae sure bod yr ffermwyr yma yn ddigon hapus siarad efo chdi",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",516,2,"TEG","just bod nhw ddim yn gwybod amdan y peth",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",716,1,"NEL","mae yn iawn am treat",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",716,2,"NEL","dydy rywsut",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",726,1,"NEL","oes",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",727,1,"NEL","oh pan o'n i yn Thailand","two finite clauses","cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",727,2,"NEL","oedd gynnyn nhw fel spas anhygoel yna de","h","cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",729,1,"TEG","ia dw isio mynd i Thailand blwyddyn blwyddyn nesa",,"cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",729,2,"TEG","dw meddwl",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",731,1,"NEL","ddo i am dro efo chdi","two finite clauses","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",731,2,"NEL","os oes gen ti awydd cwmni","h","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",734,1,"TEG","gennod er crew o gennod sy am fynd","clause division","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",734,2,"TEG","dw meddwl tua pump ohonon ni",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",736,1,"NEL","ia os na dw i wedi cael job bod fi yn mynd yn_ôl i yr byd go iawn",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",737,1,"TEG","well be o'n i yn gobeithio",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",737,2,"TEG","ydy bod fi am gael joban yn y brifysgol",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",738,1,"TEG","a wedyn ti yn cael lot o wyliau",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",738,2,"TEG","dwyt","x","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",739,1,"TEG","so y gwyliau yn dechrau fath â diwedd Mai","x",,"monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",739,2,"TEG","dydy","x","cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",743,1,"NEL","oh na mae nhw yn bob man sti rhad rhad rhad de fel",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",745,1,"NEL","meddwl","x","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",745,2,"NEL","bod fi wedi talu tua pedair punt am ryw facial","x","cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",747,1,"NEL","oedd o yn anhygoel",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",749,1,"NEL","ond oedda chdi yn","clause division or ignore first clause if retracing follows?","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",749,2,"NEL","o'n i yna am tua awr a hanner","clause division or ignore first clause if retracing follows?","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",750,1,"NEL","fel os o'ch chdi mynd just i gael facial neu just i cael",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",750,2,"NEL","i gael facial neu just","q","cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",750,3,"NEL","i cael","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",750,2,"NEL","dw i ddim yn gwybod manicure neu rywbeth",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",750,5,"NEL","oedden nhw yn golchi dy draed di gynta sti",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siarad","davies15",756,1,"TEG","so mae yn lle right rhad just bod o bod chdi isio",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",761,1,"TEG","a ti isio mynd am bythefnos dwyt really",,"cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",769,1,"TEG","lle mae Lesotho",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",786,1,"TEG","dw i ddim yn fussed",,"cym","biling","wb",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",790,1,"TEG","mae yna rei",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies15",790,2,"TEG","dw i fancy mwy na ei_gilydd mwy na llefydd eraill",,"cym","monoW","ww",1,1,1,1,1,1,2,1.5,1,1,1,1,1,3,1.4
"Siarad","davies16",270,1,"ADA","wnest ti saethu yr boy",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",270,2,"ADA","oedd down ta yr boy arall Hywel",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",274,1,"ADA","Hywel gafodd un o yr kills",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",275,1,"HYW","wnes i headshot_io un o chi",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",276,1,"ADA","Hywel chdi wnaeth ladd un ohonyn nhw de",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",279,1,"HYW","boy oedd yn sefyll",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",280,1,"ADA","y boy oedd yn sefyll",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",280,2,"ADA","wnaeth",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",280,3,"ADA","wnest ti ladd",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",283,1,"HYW","wnes i just gweld chdi just yn mynd","clause division","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",283,2,"HYW","yn mynd","q","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",285,1,"ADA","ac oedda chdi wedi brifo",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",285,2,"ADA","oedda chdi wedi brifo William efo yr sniper",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",286,1,"HYW","dw i meddwl",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",287,1,"HYW","pwy bynnag wnaeth pigo frags i_fyny",,"cym","biling","wb",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",291,1,"ADA","wnaeth hi hitio fo yn braich fo yeah",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",293,1,"ADA","dyna","x",,"monoW",,1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",293,1,"ADA","dyna be oedd o",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",294,1,"HYW","gun fi wnest ti saethu",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",297,1,"HYW","Arglwydd mae o yn mwydro",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",298,1,"ADA","lle ti wedi mynd tro yma","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",298,2,"ADA","tro yma","x","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",299,1,"HYW","dw i ddim yn gwybod",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",300,1,"HYW","ddeud wrtha chdi pan dw i cyrraedd","non-finite","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",300,2,"HYW","pan dw i cyrraedd","q","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",304,1,"ADA","iawn dw i yn aros yn y canals o_k",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",307,1,"ADA","ni ydy yr host",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",311,1,"HYW","dw i ddim yn gwybod",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",311,2,"HYW","lle mae nhw",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",544,1,"ADA","na mae o ar y tu_mewn",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",545,1,"ADA","ond mae o yn cymryd",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",545,2,"ADA","mae o yn cymryd aim amdana chdi",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",552,1,"ADA","sut dw i yn cael nhw mor fast",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",553,1,"ADA","because oedd o yn deud",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",553,2,"ADA","bod o wedi sbïo lle","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",553,3,"ADA","os o'n i yna","h","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",565,1,"ADA","mae Dafydd yn uffernol o patient sti",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",569,1,"HYW","o_k mae hi yn headcount",,"cym","biling","wb",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",570,1,"HYW","dw i yn gweld un just ddim isio symud",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",571,1,"HYW","because fydd William yna hefo headshot",,"cym","biling","wb",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",572,1,"HYW","dos tu_ôl pillar","clause division","cym","biling","wb",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",572,2,"HYW","os ti am cymryd William ar","do we count 'ti amy cymryd' as finite?","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",573,1,"HYW","because wneith o cael headshot o cover",,"cym","biling","wb",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",573,2,"HYW","wneith",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",580,1,"HYW","o_k dw i mynd",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",582,1,"HYW","fedra i","x","cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",582,2,"HYW","fedra i clywed coesau",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",584,1,"ADA","mae yna un boy yn y steps",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",586,1,"HYW","yndw",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",589,1,"ADA","lle mae William",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",590,1,"ADA","lle aeth hynna ddod o","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",590,2,"ADA","ddod o","q","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,4,1,2.2
"Siarad","davies16",591,1,"HYW","dw ddim gwybod",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"Siarad","davies16",592,1,"HYW","dw i o_dan bont yma",,"cym","monoW","ww",1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
