"Corpus","Filename","Utterance number","Clause number","Location of clause start","Location of clause end","Speaker","Clause","Matrix (verb) language","Linguality of clause","Dependent variable","Linguality of utterance","Mari-Carmen variable","Verb morphology","AoA minority language","AoA majority language","Mother's language","Father's language","Parental input","Primary school language","Secondary school language","Language of education","Identity","Contact1","Contact2","Contact3","Contact4","Contact5","Social network"
"Siarad","fusser14","478","1","1","13","AWE","fan yna aethon ni ar_ôl Dinan yeah i bentre bach del del del ","cym","monoW","ww","monoW","www","go.V.3P.PAST.SPOKEN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","480","1","1","7","AWE","a wnest ti weld pwll nofio yna ","cym","monoW","ww","monoW","www","do.V.2S.PAST.SPOKEN+SM=see.V.INFIN+SM=swim.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","488","1","1","8","AWE","o'n i ddim cofio na yr un diwrnod ","cym","monoW","ww","monoW","www","remember.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","488","2","9","10","AWE","oedd o ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","508","1","1","4","AWE","dim hwnna ydy o ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","529","1","1","5","AWE","dw i ddim yn cofio ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=remember.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","638","1","1","6","AWE","a be oedd yna fan hyn ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","639","1","1","10","AWE","oedd yna ddim ryw gwningen ac o'n i yn trio ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=try.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","639","2","11","13","AWE","tynnu llun hi ","cym","monoW","ww","monoW","www","take.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","650","1","1","7","AWE","wnest ti ddim dal hi yn diwedd ","cym","monoW","ww","monoW","www","do.V.2S.PAST.SPOKEN+SM=hold.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","657","1","1","7","AWE","a crempogau faint o grempogau gaethon ni ","cym","monoW","ww","monoW","www","get.V.1P.PAST.SPOKEN+SM","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","659","1","1","4","AWE","a cacenni do Cywryd ","cym","monoW","ww","monoW","www","come.V.1S.PRES.SPOKEN[or]yes.ADV.PAST[or]roof.N.M.SG+SM","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","664","1","1","8","BEL","ar y ffordd nôl i car penderfynodd Cywryd ","cym","monoW","ww","monoW","www","back.ADV[or]fetch.V.INFIN=decide.V.3S.PAST","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","664","2","9","18","BEL","bod golygfa llawer gwell i chael o yr byd trwy ","cym","monoW","ww","monoW","www","be.V.INFIN=have.V.INFIN+AM","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","664","3","19","22","BEL","edrych arno wyneb i_waered ","cym","monoW","ww","monoW","www","look.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","665","1","1","6","BEL","a be be ti wedi cael ","cym","monoW","ww","monoW","www","have.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","665","2","7","10","BEL","sy yn wyneb i_waered ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","672","1","1","6","BEL","ydw i yn deud ben i_lawr ","cym","monoW","ww","monoW","www","be.V.1S.PRES=say.V.INFIN.SPOKEN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","673","1","1","6","BEL","dy mam yn deud wyneb i_waered ","cym","monoW","ww","monoW","www","say.V.INFIN.SPOKEN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","673","2","7","11","BEL","yw peth cywir i deud ","cym","monoW","ww","monoW","www","be.V.3S.PRES=say.V.INFIN.SPOKEN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","674","1","1","3","BEL","a dw meddwl ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","674","2","4","7","BEL","cest ti crempog yna ","cym","monoW","ww","monoW","www","get.V.2S.PAST.SPOKEN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","676","1","1","9","BEL","gest ti crempog ym bob bob cafe yn Llydaw ","cym","monoW","ww","monoW","www","get.V.2S.PAST.SPOKEN+SM","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","676","2","10","11","BEL","dw meddwl ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","682","1","1","4","AWE","pen pwy ydy hwnna ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","684","1","1","5","AWE","a pwy sy fan yna ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","687","1","1","9","BEL","a hwn oedd y trychineb mwy ar y gwyliau ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","691","1","1","5","BEL","ac oedd Cywryd yn cambihafio ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","693","1","1","10","BEL","ac oedd y dynes y tywysydd yn sbïo arna ni ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=look.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","693","2","11","14","BEL","a deud ssh Ffrangeg ","cym","monoW","ww","monoW","www","say.V.INFIN.SPOKEN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","696","1","1","6","AWE","aethon ni ddim allan yn diwedd ","cym","monoW","ww","monoW","www","go.V.3P.PAST.SPOKEN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","698","1","1","6","BEL","oedd pawb arall eisiau ni gadael ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=leave.V.INFIN","5","1","3","3","3","3","3","3","1","1","1","1","1","4","1.6"
"Siarad","fusser14","703","1","1","6","AWE","yeah be wnest ti fan yna ","cym","monoW","ww","monoW","www","do.V.2S.PAST.SPOKEN+SM","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","712","1","1","3","AWE","ti licio bownsio ","cym","monoW","ww","monoW","www","like.V.INFIN=bounce.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser14","712","2","4","4","AWE","dwyt ","cym","monoW","ww","monoW","www","be.V.2S.PRES.NEG","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","245","1","0","7","BEU","yeah dw meddwl deuddeg gei di yeah ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","248","1","1","10","BEU","ond um dw i ddim isio dim mwy o rheina ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","253","1","1","8","BEU","ond chwarae teg dw i right ofalus hefyd ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","253","2","9","9","BEU","yndw ","cym","monoW","ww","monoW","www","be.V.1S.PRES.EMPH","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","253","3","10","16","BEU","pan dw i mynd i llefydd yma ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","260","1","1","6","BEU","wnes i ddim gweld dim_byd chwaith ","cym","monoW","ww","monoW","www","do.V.1S.PAST.SPOKEN+SM=see.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","261","1","1","12","ARD","well dw i rŵan yn defnyddio yr limiter ar y nghar i ","cym","biling","wb","biling","wbb","be.V.1S.PRES.SPOKEN=use.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","261","2","13","16","ARD","i wneud yn sure ","cym","monoW","ww","biling","wwb","make.V.INFIN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","261","3","17","20","ARD","cyrraedd rhan tri_deg wan ","cym","monoW","ww","biling","wwb","arrive.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","261","4","21","22","ARD","bod fi ","cym","monoW","ww","biling","wwb","be.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","262","1","1","8","BEU","yeah mae gyn ti limiter ar un chdi ","cym","biling","wb","biling","wbb","be.V.3S.PRES","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","262","2","9","10","BEU","does yeah ","cym","monoW","ww","biling","wwb","be.V.3S.PRES.INDEF.NEG","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","263","1","1","2","ARD","oes limiter ","cym","biling","wb","biling","wbb","be.V.3S.PRES.INDEF[or]age.N.F.SG","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","264","1","1","3","ARD","a dw i ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","264","2","4","7","ARD","roid o ar dri_deg ","cym","monoW","ww","monoW","www","give.V.0.IMPERF+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","266","1","1","7","ARD","ond um mae o yn annifyr weithiau ","cym","monoW","ww","monoW","www","be.V.3S.PRES","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","267","1","1","9","ARD","achos mae yna geir tu ôl yn ysu heibio ","cym","monoW","ww","monoW","www","be.V.3S.PRES=crave.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","270","1","1","5","BEU","ac ac oedd o meddwl ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=think.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","270","2","6","12","BEU","bod yna lorry o ei flaen o ","cym","monoW","ww","monoW","www","be.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","271","1","1","7","BEU","wnaeth o ddim gweld y sign tri_deg ","cym","monoW","ww","monoW","www","do.V.3S.PAST+SM=see.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","272","1","1","8","BEU","so pan wnaeth o dod i_fewn iddo fo ","cym","monoW","ww","monoW","www","do.V.3S.PAST+SM=come.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","272","2","9","15","BEU","oedd o gorod brecio yn sydyn i_lawr ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=have_to.V.INFIN=brake.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","273","1","1","8","BEU","ond erbyn adeg yna oedd o wedi cael ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=have.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","273","2","9","10","BEU","ei cael ","cym","monoW","ww","monoW","www","have.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","273","3","11","12","BEU","ei ddal ","cym","monoW","ww","monoW","www","hold.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","275","1","1","2","BEU","because oedd ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","275","2","3","3","BEU","oedd ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","275","3","4","20","BEU","oedd y camera rywbeth fath â hanner can llath i_fewn i yr thing tri_deg er tri_deg yna ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","275","4","21","21","BEU","timod ","cym","monoW","ww","biling","wwb","know.V.2S.PRES.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","284","1","1","11","ARD","oh mae isio bod yn ofalus felly yn_does efo er gyrru ","cym","monoW","ww","monoW","www","be.V.3S.PRES=be.V.INFIN=drive.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","302","1","1","4","ARD","oh dw i sure ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","311","1","1","3","ARD","basai wedi gwneud ","cym","monoW","ww","monoW","www","be.V.3S.PLUPERF.SPOKEN=make.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","311","2","4","8","ARD","i brynu present i Haf ","cym","monoW","ww","monoW","www","buy.V.INFIN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","315","1","1","5","ARD","oh well mae yn gofyn ","cym","monoW","ww","monoW","www","be.V.3S.PRES=ask.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","315","2","6","10","ARD","dysgu o hynna felly yn_dydy ","cym","monoW","ww","monoW","www","teach.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","322","1","1","3","ARD","mi oedd yn_doedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","520","1","1","4","ARD","so mae yn eistedd ","cym","monoW","ww","monoW","www","be.V.3S.PRES=sit.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","521","1","1","5","BEU","so mae hi wedi penderfynu ","cym","monoW","ww","monoW","www","be.V.3S.PRES=decide.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","521","2","6","9","BEU","pwy mae isio eistedd ","cym","monoW","ww","monoW","www","be.V.3S.PRES=sit.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","523","1","1","10","BEU","mae Cai ddim isio eistedd wrth ymyl y ffenestr hefyd ","cym","monoW","ww","monoW","www","be.V.3S.PRES=sit.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","526","1","1","5","ARD","a wedyn dan ni mynd ","cym","monoW","ww","monoW","www","be.V.1P.PRES.SPOKEN=go.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","526","2","6","10","ARD","i fynd hefo nhw felly ","cym","monoW","ww","monoW","www","go.V.INFIN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","527","1","1","7","BEU","oh fydd raid ni fynd efo nhw ","cym","monoW","ww","monoW","www","be.V.3S.FUT+SM=go.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","529","1","1","1","BEU","yndyn ","cym","monoW","ww","monoW","www","be.V.3P.PRES.EMPH","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","532","1","1","4","BEU","oh wneith change cael ","cym","monoW","ww","monoW","www","do.V.3S.FUT+SM=have.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","532","2","5","10","BEU","mynd lle dreifio ar_hyd yr A_pum_deg_pump ","cym","monoW","ww","monoW","www","go.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","533","1","1","2","ARD","ges i ","cym","monoW","ww","monoW","www","get.V.1S.PAST.SPOKEN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","533","2","3","7","ARD","fynd ar bus wsnos dwytha ","cym","monoW","ww","monoW","www","go.V.INFIN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","534","1","1","8","ARD","oedd yna um er gwmni yn um rhoi ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=give.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","535","1","1","6","ARD","well be oedd y y title ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","535","2","7","9","ARD","oedd um Pills_Thrills_and_Automobiles ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","539","1","1","6","ARD","ac oedden nhw er wedi cael ","cym","monoW","ww","monoW","www","be.V.3P.IMPERF.SPOKEN=have.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","539","2","7","12","ARD","eu comisiynu gyn y cyngor sir ","cym","monoW","ww","monoW","www","commission.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","539","3","13","19","ARD","i fynd round ysgolion er chweched dosbarth ","cym","monoW","ww","monoW","www","go.V.INFIN+SM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","540","1","1","5","ARD","a a Coleg_Meirion_Dwyfor oedd un ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","541","1","1","3","ARD","so aethon ni ","cym","monoW","ww","monoW","www","go.V.3P.PAST.SPOKEN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","541","2","4","12","ARD","â tair bus mynd â er myfyrwyr i_fyny yna ","cym","monoW","ww","monoW","www","as.CONJ[or]with.PREP[or]go.V.3S.PRES=go.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","542","1","1","4","ARD","oedd o yn dda ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","543","1","1","5","ARD","oedd y safon yn dda ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","544","1","1","5","BEU","be be oedd yn trio ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=try.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","544","2","6","6","BEU","wneud ","cym","monoW","ww","monoW","www","make.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","569","1","1","14","BEU","mae rei o nhw yr oedran yna medru bod yn wyllt i chi yn_does ","cym","monoW","ww","monoW","www","be.V.3S.PRES=be.V.INFIN=be.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","577","1","1","5","BEU","dw i ddim yn gwybod ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","583","1","1","1","BEU","dyna ","","monoW","","monoW","www","","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","583","2","2","4","BEU","ydy peth gorau ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","586","1","1","5","BEU","oes o'ch chdi yn deud ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG=say.V.INFIN.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","789","1","1","5","ARD","dw ddim gwybod lle lle ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","789","2","6","8","ARD","lle awn ni ","cym","monoW","ww","monoW","www","go.V.1P.PRES","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","792","1","1","8","BEU","ia mae haws wneud hynny yn car wash ","cym","biling","wb","biling","wbb","be.V.3S.PRES=make.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","793","1","1","3","BEU","ond wna i ","cym","monoW","ww","biling","wwb","do.V.13S.PRES+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","793","2","4","5","BEU","wna i ","cym","monoW","ww","biling","wwb","do.V.13S.PRES+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","793","3","6","14","BEU","roid y stuff ar dy ar ar alloy wheels ","cym","biling","wb","biling","wbb","give.V.0.IMPERF+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","794","1","1","6","ARD","oh ia because mae nhw ddu ","cym","biling","wb","biling","wbb","be.V.3S.PRES","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","796","1","1","4","BEU","er mae hynna mynd ","cym","monoW","ww","monoW","www","be.V.3S.PRES=go.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","796","2","5","9","BEU","i gael y stuff er ","cym","monoW","ww","monoW","www","have.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","798","1","1","6","BEU","mae gael y break fluid off ","cym","biling","wb","biling","wbb","be.V.3S.PRES=have.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","798","2","7","7","BEU","yndy ","cym","monoW","ww","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","799","1","1","5","ARD","y break fluid off yndy ","cym","biling","wb","biling","wbb","be.V.3S.PRES.EMPH","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","799","2","6","6","ARD","ydy ","cym","monoW","ww","biling","wwb","be.V.3S.PRES","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","800","1","1","9","ARD","a dan ni isio service i ceir hefyd yn_does ","cym","biling","wb","biling","wbb","be.V.1P.PRES.SPOKEN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","801","1","1","6","BEU","mae yr ddau car isio service ","cym","biling","wb","biling","wbb","be.V.3S.PRES","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","802","1","1","2","ARD","service oes ","cym","biling","wb","biling","wbb","be.V.3S.PRES.INDEF","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","809","1","1","10","BEU","alla i fynd â nhw ar y ffordd i gwaith ","cym","monoW","ww","monoW","www","be_able.V.3S.PRES.SPOKEN+SM=go.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","814","1","1","1","BEU","dyna ","","monoW","","monoW","www","","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","814","2","2","3","BEU","baswn i ","cym","monoW","ww","monoW","www","be.V.1S.PLUPERF.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","814","3","4","7","BEU","baswn i yn gobeithio ","cym","monoW","ww","monoW","www","be.V.1S.PLUPERF.SPOKEN=hope.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","816","1","1","3","BEU","ond wna i ","cym","monoW","ww","monoW","www","do.V.13S.PRES+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","816","2","4","8","BEU","wna i siarad efo nhw ","cym","monoW","ww","monoW","www","do.V.13S.PRES+SM=talk.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","818","1","1","3","BEU","wna i wneud ","cym","monoW","ww","monoW","www","do.V.13S.PRES+SM=make.V.INFIN+SM","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","818","2","4","4","BEU","trio ","cym","monoW","ww","monoW","www","try.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","818","3","5","7","BEU","bwcio rywbeth fory ","cym","monoW","ww","monoW","www","book.V.INFIN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","822","1","1","8","BEU","sut dan ni o ran bwyd wythnos yma ","cym","monoW","ww","monoW","www","be.V.1P.PRES.SPOKEN","1","1","1","1","1","3","2","2.5","1","1","1","1","4","4","2.2"
"Siarad","fusser18","823","1","1","5","ARD","oh dan ni yn iawn ","cym","monoW","ww","monoW","www","be.V.1P.PRES.SPOKEN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","825","1","1","3","ARD","a i siopa ","cym","monoW","ww","monoW","www","shop.V.INFIN","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser18","825","2","4","5","ARD","nos Fawrth ","cym","monoW","ww","monoW","www","night.N.F.SG[or]go.V.2S.IMPER+NM","0","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
